id,cacode,data_year,election_year,name_en,name_zh,constituency_id,voters,new_voters
21,B06,2019,2019,Tin Hau,天后,2059,"{""M"": {""18-20"": 71, ""21-25"": 145, ""26-30"": 181, ""31-35"": 242, ""36-40"": 275, ""41-45"": 279, ""46-50"": 386, ""51-55"": 287, ""56-60"": 292, ""61-65"": 312, ""66-70"": 342, ""71+"": 901}, ""F"": {""18-20"": 58, ""21-25"": 141, ""26-30"": 195, ""31-35"": 217, ""36-40"": 289, ""41-45"": 333, ""46-50"": 362, ""51-55"": 314, ""56-60"": 350, ""61-65"": 372, ""66-70"": 420, ""71+"": 1061}}","{""M"": {""18-20"": 41, ""21-25"": 24, ""26-30"": 21, ""31-35"": 35, ""36-40"": 36, ""41-45"": 34, ""46-50"": 30, ""51-55"": 19, ""56-60"": 15, ""61-65"": 6, ""66-70"": 10, ""71+"": 12}, ""F"": {""18-20"": 32, ""21-25"": 37, ""26-30"": 27, ""31-35"": 39, ""36-40"": 43, ""41-45"": 48, ""46-50"": 36, ""51-55"": 30, ""56-60"": 15, ""61-65"": 18, ""66-70"": 14, ""71+"": 27}}"
22,B07,2019,2019,Tai Hang,大坑,2060,"{""M"": {""18-20"": 38, ""21-25"": 101, ""26-30"": 111, ""31-35"": 145, ""36-40"": 196, ""41-45"": 240, ""46-50"": 272, ""51-55"": 254, ""56-60"": 258, ""61-65"": 233, ""66-70"": 205, ""71+"": 364}, ""F"": {""18-20"": 48, ""21-25"": 112, ""26-30"": 145, ""31-35"": 177, ""36-40"": 244, ""41-45"": 297, ""46-50"": 305, ""51-55"": 301, ""56-60"": 315, ""61-65"": 254, ""66-70"": 228, ""71+"": 476}}","{""M"": {""18-20"": 19, ""21-25"": 16, ""26-30"": 19, ""31-35"": 41, ""36-40"": 39, ""41-45"": 33, ""46-50"": 24, ""51-55"": 17, ""56-60"": 12, ""61-65"": 8, ""66-70"": 8, ""71+"": 7}, ""F"": {""18-20"": 33, ""21-25"": 18, ""26-30"": 28, ""31-35"": 45, ""36-40"": 55, ""41-45"": 45, ""46-50"": 36, ""51-55"": 16, ""56-60"": 13, ""61-65"": 10, ""66-70"": 8, ""71+"": 12}}"
23,B08,2019,2019,Jardine's Lookout,渣甸山,2061,"{""M"": {""18-20"": 64, ""21-25"": 156, ""26-30"": 154, ""31-35"": 143, ""36-40"": 161, ""41-45"": 217, ""46-50"": 279, ""51-55"": 349, ""56-60"": 359, ""61-65"": 372, ""66-70"": 329, ""71+"": 502}, ""F"": {""18-20"": 65, ""21-25"": 164, ""26-30"": 180, ""31-35"": 152, ""36-40"": 201, ""41-45"": 269, ""46-50"": 325, ""51-55"": 384, ""56-60"": 395, ""61-65"": 355, ""66-70"": 268, ""71+"": 485}}","{""M"": {""18-20"": 28, ""21-25"": 22, ""26-30"": 21, ""31-35"": 14, ""36-40"": 24, ""41-45"": 20, ""46-50"": 27, ""51-55"": 20, ""56-60"": 9, ""61-65"": 14, ""66-70"": 8, ""71+"": 5}, ""F"": {""18-20"": 36, ""21-25"": 23, ""26-30"": 26, ""31-35"": 17, ""36-40"": 28, ""41-45"": 36, ""46-50"": 33, ""51-55"": 23, ""56-60"": 11, ""61-65"": 12, ""66-70"": 5, ""71+"": 10}}"
24,B09,2019,2019,Broadwood,樂活,2062,"{""M"": {""18-20"": 67, ""21-25"": 157, ""26-30"": 166, ""31-35"": 133, ""36-40"": 158, ""41-45"": 198, ""46-50"": 218, ""51-55"": 267, ""56-60"": 306, ""61-65"": 304, ""66-70"": 300, ""71+"": 364}, ""F"": {""18-20"": 61, ""21-25"": 160, ""26-30"": 180, ""31-35"": 147, ""36-40"": 206, ""41-45"": 228, ""46-50"": 278, ""51-55"": 304, ""56-60"": 366, ""61-65"": 320, ""66-70"": 264, ""71+"": 368}}","{""M"": {""18-20"": 30, ""21-25"": 33, ""26-30"": 12, ""31-35"": 15, ""36-40"": 24, ""41-45"": 31, ""46-50"": 20, ""51-55"": 11, ""56-60"": 11, ""61-65"": 15, ""66-70"": 3, ""71+"": 7}, ""F"": {""18-20"": 30, ""21-25"": 28, ""26-30"": 32, ""31-35"": 17, ""36-40"": 43, ""41-45"": 35, ""46-50"": 32, ""51-55"": 25, ""56-60"": 13, ""61-65"": 12, ""66-70"": 8, ""71+"": 5}}"
25,B10,2019,2019,Happy Valley,跑馬地,2063,"{""M"": {""18-20"": 38, ""21-25"": 99, ""26-30"": 108, ""31-35"": 149, ""36-40"": 186, ""41-45"": 269, ""46-50"": 273, ""51-55"": 281, ""56-60"": 256, ""61-65"": 209, ""66-70"": 229, ""71+"": 491}, ""F"": {""18-20"": 36, ""21-25"": 99, ""26-30"": 85, ""31-35"": 162, ""36-40"": 263, ""41-45"": 317, ""46-50"": 351, ""51-55"": 307, ""56-60"": 250, ""61-65"": 280, ""66-70"": 256, ""71+"": 644}}","{""M"": {""18-20"": 16, ""21-25"": 16, ""26-30"": 18, ""31-35"": 32, ""36-40"": 37, ""41-45"": 39, ""46-50"": 29, ""51-55"": 24, ""56-60"": 13, ""61-65"": 9, ""66-70"": 10, ""71+"": 5}, ""F"": {""18-20"": 23, ""21-25"": 24, ""26-30"": 23, ""31-35"": 52, ""36-40"": 50, ""41-45"": 46, ""46-50"": 47, ""51-55"": 27, ""56-60"": 13, ""61-65"": 13, ""66-70"": 10, ""71+"": 11}}"
26,B11,2019,2019,Stubbs Road,司徒拔道,2064,"{""M"": {""18-20"": 46, ""21-25"": 94, ""26-30"": 129, ""31-35"": 117, ""36-40"": 139, ""41-45"": 197, ""46-50"": 231, ""51-55"": 262, ""56-60"": 257, ""61-65"": 312, ""66-70"": 292, ""71+"": 612}, ""F"": {""18-20"": 39, ""21-25"": 110, ""26-30"": 121, ""31-35"": 104, ""36-40"": 170, ""41-45"": 221, ""46-50"": 253, ""51-55"": 277, ""56-60"": 295, ""61-65"": 284, ""66-70"": 293, ""71+"": 507}}","{""M"": {""18-20"": 22, ""21-25"": 24, ""26-30"": 19, ""31-35"": 20, ""36-40"": 17, ""41-45"": 36, ""46-50"": 26, ""51-55"": 20, ""56-60"": 11, ""61-65"": 7, ""66-70"": 5, ""71+"": 5}, ""F"": {""18-20"": 20, ""21-25"": 27, ""26-30"": 20, ""31-35"": 16, ""36-40"": 31, ""41-45"": 30, ""46-50"": 24, ""51-55"": 32, ""56-60"": 19, ""61-65"": 7, ""66-70"": 8, ""71+"": 5}}"
27,B12,2019,2019,Southorn,修頓,2065,"{""M"": {""18-20"": 38, ""21-25"": 114, ""26-30"": 146, ""31-35"": 162, ""36-40"": 148, ""41-45"": 194, ""46-50"": 241, ""51-55"": 208, ""56-60"": 260, ""61-65"": 227, ""66-70"": 262, ""71+"": 431}, ""F"": {""18-20"": 34, ""21-25"": 107, ""26-30"": 139, ""31-35"": 176, ""36-40"": 215, ""41-45"": 242, ""46-50"": 247, ""51-55"": 239, ""56-60"": 262, ""61-65"": 260, ""66-70"": 245, ""71+"": 463}}","{""M"": {""18-20"": 20, ""21-25"": 17, ""26-30"": 19, ""31-35"": 29, ""36-40"": 25, ""41-45"": 18, ""46-50"": 19, ""51-55"": 24, ""56-60"": 17, ""61-65"": 15, ""66-70"": 9, ""71+"": 13}, ""F"": {""18-20"": 22, ""21-25"": 20, ""26-30"": 25, ""31-35"": 36, ""36-40"": 50, ""41-45"": 29, ""46-50"": 26, ""51-55"": 18, ""56-60"": 15, ""61-65"": 11, ""66-70"": 8, ""71+"": 8}}"
28,B13,2019,2019,Tai Fat Hau,大佛口,2066,"{""M"": {""18-20"": 40, ""21-25"": 70, ""26-30"": 128, ""31-35"": 149, ""36-40"": 162, ""41-45"": 207, ""46-50"": 195, ""51-55"": 222, ""56-60"": 252, ""61-65"": 237, ""66-70"": 211, ""71+"": 466}, ""F"": {""18-20"": 26, ""21-25"": 89, ""26-30"": 154, ""31-35"": 167, ""36-40"": 184, ""41-45"": 222, ""46-50"": 245, ""51-55"": 243, ""56-60"": 233, ""61-65"": 294, ""66-70"": 229, ""71+"": 558}}","{""M"": {""18-20"": 24, ""21-25"": 14, ""26-30"": 22, ""31-35"": 34, ""36-40"": 31, ""41-45"": 31, ""46-50"": 19, ""51-55"": 21, ""56-60"": 13, ""61-65"": 12, ""66-70"": 9, ""71+"": 14}, ""F"": {""18-20"": 16, ""21-25"": 18, ""26-30"": 28, ""31-35"": 32, ""36-40"": 36, ""41-45"": 39, ""46-50"": 20, ""51-55"": 24, ""56-60"": 24, ""61-65"": 17, ""66-70"": 7, ""71+"": 25}}"
29,C01,2019,2019,Tai Koo Shing West,太古城西,2067,"{""M"": {""18-20"": 89, ""21-25"": 226, ""26-30"": 279, ""31-35"": 259, ""36-40"": 322, ""41-45"": 352, ""46-50"": 392, ""51-55"": 383, ""56-60"": 540, ""61-65"": 476, ""66-70"": 511, ""71+"": 683}, ""F"": {""18-20"": 98, ""21-25"": 272, ""26-30"": 263, ""31-35"": 296, ""36-40"": 369, ""41-45"": 399, ""46-50"": 477, ""51-55"": 462, ""56-60"": 554, ""61-65"": 565, ""66-70"": 479, ""71+"": 718}}","{""M"": {""18-20"": 46, ""21-25"": 42, ""26-30"": 25, ""31-35"": 36, ""36-40"": 37, ""41-45"": 27, ""46-50"": 47, ""51-55"": 18, ""56-60"": 23, ""61-65"": 10, ""66-70"": 9, ""71+"": 6}, ""F"": {""18-20"": 64, ""21-25"": 42, ""26-30"": 30, ""31-35"": 43, ""36-40"": 43, ""41-45"": 43, ""46-50"": 46, ""51-55"": 31, ""56-60"": 22, ""61-65"": 17, ""66-70"": 7, ""71+"": 15}}"
30,C02,2019,2019,Tai Koo Shing East,太古城東,2068,"{""M"": {""18-20"": 96, ""21-25"": 260, ""26-30"": 286, ""31-35"": 263, ""36-40"": 331, ""41-45"": 416, ""46-50"": 437, ""51-55"": 429, ""56-60"": 537, ""61-65"": 550, ""66-70"": 527, ""71+"": 832}, ""F"": {""18-20"": 109, ""21-25"": 236, ""26-30"": 293, ""31-35"": 291, ""36-40"": 391, ""41-45"": 481, ""46-50"": 554, ""51-55"": 530, ""56-60"": 642, ""61-65"": 563, ""66-70"": 566, ""71+"": 926}}","{""M"": {""18-20"": 51, ""21-25"": 40, ""26-30"": 31, ""31-35"": 29, ""36-40"": 36, ""41-45"": 35, ""46-50"": 46, ""51-55"": 24, ""56-60"": 24, ""61-65"": 9, ""66-70"": 12, ""71+"": 9}, ""F"": {""18-20"": 66, ""21-25"": 50, ""26-30"": 38, ""31-35"": 51, ""36-40"": 42, ""41-45"": 43, ""46-50"": 53, ""51-55"": 31, ""56-60"": 28, ""61-65"": 20, ""66-70"": 11, ""71+"": 13}}"
31,C03,2019,2019,Lei King Wan,鯉景灣,2069,"{""M"": {""18-20"": 119, ""21-25"": 276, ""26-30"": 311, ""31-35"": 308, ""36-40"": 375, ""41-45"": 393, ""46-50"": 417, ""51-55"": 454, ""56-60"": 524, ""61-65"": 497, ""66-70"": 410, ""71+"": 728}, ""F"": {""18-20"": 94, ""21-25"": 267, ""26-30"": 307, ""31-35"": 335, ""36-40"": 411, ""41-45"": 457, ""46-50"": 482, ""51-55"": 525, ""56-60"": 625, ""61-65"": 493, ""66-70"": 429, ""71+"": 852}}","{""M"": {""18-20"": 68, ""21-25"": 48, ""26-30"": 37, ""31-35"": 62, ""36-40"": 55, ""41-45"": 57, ""46-50"": 36, ""51-55"": 37, ""56-60"": 26, ""61-65"": 12, ""66-70"": 12, ""71+"": 9}, ""F"": {""18-20"": 61, ""21-25"": 52, ""26-30"": 43, ""31-35"": 69, ""36-40"": 61, ""41-45"": 68, ""46-50"": 50, ""51-55"": 39, ""56-60"": 27, ""61-65"": 21, ""66-70"": 11, ""71+"": 11}}"
32,C04,2019,2019,Sai Wan Ho,西灣河,2070,"{""M"": {""18-20"": 101, ""21-25"": 218, ""26-30"": 294, ""31-35"": 320, ""36-40"": 372, ""41-45"": 347, ""46-50"": 366, ""51-55"": 414, ""56-60"": 469, ""61-65"": 421, ""66-70"": 398, ""71+"": 654}, ""F"": {""18-20"": 117, ""21-25"": 236, ""26-30"": 315, ""31-35"": 386, ""36-40"": 366, ""41-45"": 441, ""46-50"": 431, ""51-55"": 459, ""56-60"": 566, ""61-65"": 489, ""66-70"": 395, ""71+"": 702}}","{""M"": {""18-20"": 57, ""21-25"": 46, ""26-30"": 44, ""31-35"": 67, ""36-40"": 47, ""41-45"": 42, ""46-50"": 37, ""51-55"": 27, ""56-60"": 22, ""61-65"": 13, ""66-70"": 12, ""71+"": 15}, ""F"": {""18-20"": 66, ""21-25"": 53, ""26-30"": 62, ""31-35"": 82, ""36-40"": 53, ""41-45"": 54, ""46-50"": 48, ""51-55"": 43, ""56-60"": 26, ""61-65"": 25, ""66-70"": 11, ""71+"": 16}}"
33,C05,2019,2019,Aldrich Bay,愛秩序灣,2071,"{""M"": {""18-20"": 130, ""21-25"": 322, ""26-30"": 395, ""31-35"": 351, ""36-40"": 383, ""41-45"": 452, ""46-50"": 499, ""51-55"": 445, ""56-60"": 524, ""61-65"": 556, ""66-70"": 484, ""71+"": 1047}, ""F"": {""18-20"": 161, ""21-25"": 318, ""26-30"": 339, ""31-35"": 315, ""36-40"": 451, ""41-45"": 522, ""46-50"": 581, ""51-55"": 547, ""56-60"": 618, ""61-65"": 643, ""66-70"": 551, ""71+"": 1499}}","{""M"": {""18-20"": 80, ""21-25"": 68, ""26-30"": 38, ""31-35"": 42, ""36-40"": 36, ""41-45"": 27, ""46-50"": 33, ""51-55"": 23, ""56-60"": 18, ""61-65"": 19, ""66-70"": 17, ""71+"": 22}, ""F"": {""18-20"": 96, ""21-25"": 77, ""26-30"": 44, ""31-35"": 45, ""36-40"": 58, ""41-45"": 48, ""46-50"": 53, ""51-55"": 41, ""56-60"": 26, ""61-65"": 28, ""66-70"": 17, ""71+"": 27}}"
34,C06,2019,2019,Shau Kei Wan,筲箕灣,2072,"{""M"": {""18-20"": 82, ""21-25"": 198, ""26-30"": 253, ""31-35"": 255, ""36-40"": 267, ""41-45"": 269, ""46-50"": 247, ""51-55"": 315, ""56-60"": 346, ""61-65"": 361, ""66-70"": 288, ""71+"": 460}, ""F"": {""18-20"": 78, ""21-25"": 192, ""26-30"": 257, ""31-35"": 297, ""36-40"": 261, ""41-45"": 306, ""46-50"": 296, ""51-55"": 334, ""56-60"": 410, ""61-65"": 378, ""66-70"": 287, ""71+"": 515}}","{""M"": {""18-20"": 49, ""21-25"": 34, ""26-30"": 39, ""31-35"": 47, ""36-40"": 32, ""41-45"": 38, ""46-50"": 20, ""51-55"": 16, ""56-60"": 17, ""61-65"": 19, ""66-70"": 9, ""71+"": 9}, ""F"": {""18-20"": 56, ""21-25"": 33, ""26-30"": 34, ""31-35"": 56, ""36-40"": 42, ""41-45"": 45, ""46-50"": 33, ""51-55"": 32, ""56-60"": 27, ""61-65"": 21, ""66-70"": 16, ""71+"": 18}}"
35,C07,2019,2019,A Kung Ngam,阿公岩,2073,"{""M"": {""18-20"": 130, ""21-25"": 274, ""26-30"": 331, ""31-35"": 293, ""36-40"": 382, ""41-45"": 529, ""46-50"": 617, ""51-55"": 524, ""56-60"": 535, ""61-65"": 437, ""66-70"": 422, ""71+"": 1005}, ""F"": {""18-20"": 140, ""21-25"": 277, ""26-30"": 304, ""31-35"": 302, ""36-40"": 387, ""41-45"": 603, ""46-50"": 653, ""51-55"": 513, ""56-60"": 508, ""61-65"": 506, ""66-70"": 533, ""71+"": 1277}}","{""M"": {""18-20"": 70, ""21-25"": 62, ""26-30"": 42, ""31-35"": 46, ""36-40"": 39, ""41-45"": 31, ""46-50"": 42, ""51-55"": 33, ""56-60"": 16, ""61-65"": 9, ""66-70"": 6, ""71+"": 12}, ""F"": {""18-20"": 82, ""21-25"": 70, ""26-30"": 54, ""31-35"": 54, ""36-40"": 46, ""41-45"": 52, ""46-50"": 57, ""51-55"": 26, ""56-60"": 21, ""61-65"": 15, ""66-70"": 9, ""71+"": 14}}"
36,C08,2019,2019,Heng Fa Chuen,杏花邨,2074,"{""M"": {""18-20"": 150, ""21-25"": 428, ""26-30"": 407, ""31-35"": 288, ""36-40"": 333, ""41-45"": 365, ""46-50"": 479, ""51-55"": 634, ""56-60"": 842, ""61-65"": 701, ""66-70"": 461, ""71+"": 547}, ""F"": {""18-20"": 159, ""21-25"": 405, ""26-30"": 354, ""31-35"": 332, ""36-40"": 377, ""41-45"": 458, ""46-50"": 571, ""51-55"": 837, ""56-60"": 928, ""61-65"": 625, ""66-70"": 392, ""71+"": 568}}","{""M"": {""18-20"": 85, ""21-25"": 71, ""26-30"": 50, ""31-35"": 40, ""36-40"": 38, ""41-45"": 31, ""46-50"": 34, ""51-55"": 27, ""56-60"": 28, ""61-65"": 18, ""66-70"": 6, ""71+"": 14}, ""F"": {""18-20"": 109, ""21-25"": 61, ""26-30"": 43, ""31-35"": 45, ""36-40"": 47, ""41-45"": 44, ""46-50"": 51, ""51-55"": 47, ""56-60"": 37, ""61-65"": 17, ""66-70"": 13, ""71+"": 15}}"
37,C09,2019,2019,Tsui Wan,翠灣,2075,"{""M"": {""18-20"": 102, ""21-25"": 214, ""26-30"": 268, ""31-35"": 342, ""36-40"": 364, ""41-45"": 401, ""46-50"": 357, ""51-55"": 390, ""56-60"": 468, ""61-65"": 410, ""66-70"": 347, ""71+"": 670}, ""F"": {""18-20"": 90, ""21-25"": 213, ""26-30"": 270, ""31-35"": 323, ""36-40"": 401, ""41-45"": 361, ""46-50"": 390, ""51-55"": 406, ""56-60"": 536, ""61-65"": 506, ""66-70"": 376, ""71+"": 798}}","{""M"": {""18-20"": 51, ""21-25"": 32, ""26-30"": 34, ""31-35"": 52, ""36-40"": 32, ""41-45"": 26, ""46-50"": 18, ""51-55"": 17, ""56-60"": 9, ""61-65"": 8, ""66-70"": 4, ""71+"": 9}, ""F"": {""18-20"": 53, ""21-25"": 43, ""26-30"": 37, ""31-35"": 46, ""36-40"": 40, ""41-45"": 37, ""46-50"": 37, ""51-55"": 32, ""56-60"": 18, ""61-65"": 15, ""66-70"": 13, ""71+"": 17}}"
38,C10,2019,2019,Yan Lam,欣藍,2076,"{""M"": {""18-20"": 143, ""21-25"": 351, ""26-30"": 327, ""31-35"": 244, ""36-40"": 289, ""41-45"": 377, ""46-50"": 488, ""51-55"": 651, ""56-60"": 657, ""61-65"": 478, ""66-70"": 307, ""71+"": 480}, ""F"": {""18-20"": 169, ""21-25"": 335, ""26-30"": 283, ""31-35"": 265, ""36-40"": 312, ""41-45"": 420, ""46-50"": 677, ""51-55"": 706, ""56-60"": 659, ""61-65"": 440, ""66-70"": 319, ""71+"": 613}}","{""M"": {""18-20"": 84, ""21-25"": 55, ""26-30"": 41, ""31-35"": 38, ""36-40"": 37, ""41-45"": 23, ""46-50"": 27, ""51-55"": 20, ""56-60"": 16, ""61-65"": 10, ""66-70"": 6, ""71+"": 8}, ""F"": {""18-20"": 112, ""21-25"": 62, ""26-30"": 46, ""31-35"": 36, ""36-40"": 44, ""41-45"": 35, ""46-50"": 48, ""51-55"": 19, ""56-60"": 19, ""61-65"": 8, ""66-70"": 2, ""71+"": 7}}"
39,C11,2019,2019,Siu Sai Wan,小西灣,2077,"{""M"": {""18-20"": 83, ""21-25"": 233, ""26-30"": 373, ""31-35"": 370, ""36-40"": 335, ""41-45"": 226, ""46-50"": 223, ""51-55"": 259, ""56-60"": 460, ""61-65"": 467, ""66-70"": 440, ""71+"": 658}, ""F"": {""18-20"": 78, ""21-25"": 219, ""26-30"": 344, ""31-35"": 375, ""36-40"": 293, ""41-45"": 242, ""46-50"": 246, ""51-55"": 332, ""56-60"": 559, ""61-65"": 638, ""66-70"": 426, ""71+"": 775}}","{""M"": {""18-20"": 42, ""21-25"": 52, ""26-30"": 47, ""31-35"": 47, ""36-40"": 28, ""41-45"": 12, ""46-50"": 22, ""51-55"": 14, ""56-60"": 15, ""61-65"": 16, ""66-70"": 11, ""71+"": 11}, ""F"": {""18-20"": 48, ""21-25"": 45, ""26-30"": 47, ""31-35"": 67, ""36-40"": 39, ""41-45"": 38, ""46-50"": 33, ""51-55"": 29, ""56-60"": 22, ""61-65"": 20, ""66-70"": 12, ""71+"": 22}}"
40,C12,2019,2019,Fullview,景怡,2078,"{""M"": {""18-20"": 157, ""21-25"": 435, ""26-30"": 380, ""31-35"": 285, ""36-40"": 300, ""41-45"": 338, ""46-50"": 476, ""51-55"": 735, ""56-60"": 812, ""61-65"": 532, ""66-70"": 402, ""71+"": 770}, ""F"": {""18-20"": 156, ""21-25"": 378, ""26-30"": 355, ""31-35"": 264, ""36-40"": 375, ""41-45"": 382, ""46-50"": 577, ""51-55"": 857, ""56-60"": 765, ""61-65"": 577, ""66-70"": 430, ""71+"": 1056}}","{""M"": {""18-20"": 98, ""21-25"": 78, ""26-30"": 42, ""31-35"": 29, ""36-40"": 29, ""41-45"": 21, ""46-50"": 25, ""51-55"": 27, ""56-60"": 14, ""61-65"": 8, ""66-70"": 5, ""71+"": 3}, ""F"": {""18-20"": 95, ""21-25"": 56, ""26-30"": 36, ""31-35"": 49, ""36-40"": 43, ""41-45"": 18, ""46-50"": 29, ""51-55"": 53, ""56-60"": 25, ""61-65"": 13, ""66-70"": 11, ""71+"": 15}}"
41,C13,2019,2019,Wan Tsui,環翠,2079,"{""M"": {""18-20"": 104, ""21-25"": 292, ""26-30"": 291, ""31-35"": 321, ""36-40"": 349, ""41-45"": 311, ""46-50"": 275, ""51-55"": 335, ""56-60"": 444, ""61-65"": 486, ""66-70"": 423, ""71+"": 770}, ""F"": {""18-20"": 95, ""21-25"": 262, ""26-30"": 331, ""31-35"": 298, ""36-40"": 302, ""41-45"": 313, ""46-50"": 327, ""51-55"": 369, ""56-60"": 532, ""61-65"": 578, ""66-70"": 499, ""71+"": 900}}","{""M"": {""18-20"": 39, ""21-25"": 58, ""26-30"": 45, ""31-35"": 49, ""36-40"": 30, ""41-45"": 20, ""46-50"": 19, ""51-55"": 17, ""56-60"": 12, ""61-65"": 14, ""66-70"": 5, ""71+"": 9}, ""F"": {""18-20"": 60, ""21-25"": 58, ""26-30"": 50, ""31-35"": 54, ""36-40"": 26, ""41-45"": 48, ""46-50"": 45, ""51-55"": 30, ""56-60"": 26, ""61-65"": 13, ""66-70"": 12, ""71+"": 11}}"
42,C14,2019,2019,Fei Tsui,翡翠,2080,"{""M"": {""18-20"": 96, ""21-25"": 244, ""26-30"": 335, ""31-35"": 311, ""36-40"": 278, ""41-45"": 323, ""46-50"": 298, ""51-55"": 335, ""56-60"": 487, ""61-65"": 461, ""66-70"": 407, ""71+"": 908}, ""F"": {""18-20"": 98, ""21-25"": 265, ""26-30"": 281, ""31-35"": 261, ""36-40"": 275, ""41-45"": 353, ""46-50"": 370, ""51-55"": 436, ""56-60"": 547, ""61-65"": 529, ""66-70"": 483, ""71+"": 1095}}","{""M"": {""18-20"": 57, ""21-25"": 44, ""26-30"": 40, ""31-35"": 51, ""36-40"": 26, ""41-45"": 28, ""46-50"": 24, ""51-55"": 28, ""56-60"": 15, ""61-65"": 15, ""66-70"": 7, ""71+"": 14}, ""F"": {""18-20"": 60, ""21-25"": 54, ""26-30"": 35, ""31-35"": 47, ""36-40"": 44, ""41-45"": 38, ""46-50"": 36, ""51-55"": 50, ""56-60"": 30, ""61-65"": 24, ""66-70"": 14, ""71+"": 15}}"
43,C15,2019,2019,Mount Parker,柏架山,2081,"{""M"": {""18-20"": 79, ""21-25"": 178, ""26-30"": 220, ""31-35"": 214, ""36-40"": 292, ""41-45"": 316, ""46-50"": 297, ""51-55"": 291, ""56-60"": 298, ""61-65"": 295, ""66-70"": 326, ""71+"": 702}, ""F"": {""18-20"": 59, ""21-25"": 189, ""26-30"": 226, ""31-35"": 233, ""36-40"": 303, ""41-45"": 335, ""46-50"": 389, ""51-55"": 369, ""56-60"": 353, ""61-65"": 350, ""66-70"": 365, ""71+"": 863}}","{""M"": {""18-20"": 42, ""21-25"": 43, ""26-30"": 34, ""31-35"": 49, ""36-40"": 39, ""41-45"": 40, ""46-50"": 52, ""51-55"": 26, ""56-60"": 22, ""61-65"": 19, ""66-70"": 23, ""71+"": 14}, ""F"": {""18-20"": 42, ""21-25"": 50, ""26-30"": 45, ""31-35"": 55, ""36-40"": 49, ""41-45"": 48, ""46-50"": 76, ""51-55"": 45, ""56-60"": 22, ""61-65"": 38, ""66-70"": 16, ""71+"": 28}}"
44,C16,2019,2019,Braemar Hill,寶馬山,2082,"{""M"": {""18-20"": 85, ""21-25"": 206, ""26-30"": 233, ""31-35"": 176, ""36-40"": 207, ""41-45"": 267, ""46-50"": 345, ""51-55"": 358, ""56-60"": 437, ""61-65"": 477, ""66-70"": 386, ""71+"": 649}, ""F"": {""18-20"": 88, ""21-25"": 227, ""26-30"": 246, ""31-35"": 185, ""36-40"": 247, ""41-45"": 333, ""46-50"": 383, ""51-55"": 443, ""56-60"": 496, ""61-65"": 434, ""66-70"": 374, ""71+"": 602}}","{""M"": {""18-20"": 42, ""21-25"": 40, ""26-30"": 20, ""31-35"": 31, ""36-40"": 22, ""41-45"": 30, ""46-50"": 32, ""51-55"": 26, ""56-60"": 18, ""61-65"": 10, ""66-70"": 12, ""71+"": 7}, ""F"": {""18-20"": 49, ""21-25"": 40, ""26-30"": 33, ""31-35"": 32, ""36-40"": 44, ""41-45"": 43, ""46-50"": 36, ""51-55"": 41, ""56-60"": 14, ""61-65"": 12, ""66-70"": 10, ""71+"": 14}}"
45,C17,2019,2019,Fortress Hill,炮台山,2083,"{""M"": {""18-20"": 97, ""21-25"": 221, ""26-30"": 263, ""31-35"": 223, ""36-40"": 312, ""41-45"": 363, ""46-50"": 366, ""51-55"": 388, ""56-60"": 413, ""61-65"": 442, ""66-70"": 397, ""71+"": 798}, ""F"": {""18-20"": 91, ""21-25"": 222, ""26-30"": 254, ""31-35"": 268, ""36-40"": 352, ""41-45"": 453, ""46-50"": 499, ""51-55"": 432, ""56-60"": 505, ""61-65"": 452, ""66-70"": 475, ""71+"": 841}}","{""M"": {""18-20"": 48, ""21-25"": 43, ""26-30"": 28, ""31-35"": 31, ""36-40"": 35, ""41-45"": 22, ""46-50"": 33, ""51-55"": 30, ""56-60"": 14, ""61-65"": 10, ""66-70"": 7, ""71+"": 10}, ""F"": {""18-20"": 54, ""21-25"": 36, ""26-30"": 30, ""31-35"": 42, ""36-40"": 60, ""41-45"": 57, ""46-50"": 36, ""51-55"": 33, ""56-60"": 25, ""61-65"": 14, ""66-70"": 16, ""71+"": 20}}"
46,C18,2019,2019,City Garden,城市花園,2084,"{""M"": {""18-20"": 90, ""21-25"": 215, ""26-30"": 257, ""31-35"": 268, ""36-40"": 250, ""41-45"": 335, ""46-50"": 382, ""51-55"": 370, ""56-60"": 381, ""61-65"": 345, ""66-70"": 387, ""71+"": 783}, ""F"": {""18-20"": 85, ""21-25"": 227, ""26-30"": 269, ""31-35"": 271, ""36-40"": 331, ""41-45"": 363, ""46-50"": 429, ""51-55"": 395, ""56-60"": 436, ""61-65"": 449, ""66-70"": 393, ""71+"": 872}}","{""M"": {""18-20"": 54, ""21-25"": 46, ""26-30"": 25, ""31-35"": 33, ""36-40"": 26, ""41-45"": 31, ""46-50"": 38, ""51-55"": 32, ""56-60"": 17, ""61-65"": 8, ""66-70"": 5, ""71+"": 13}, ""F"": {""18-20"": 48, ""21-25"": 51, ""26-30"": 38, ""31-35"": 47, ""36-40"": 49, ""41-45"": 48, ""46-50"": 47, ""51-55"": 28, ""56-60"": 17, ""61-65"": 19, ""66-70"": 7, ""71+"": 24}}"
